dist_road,dist_market,dist_border,dist_popcenter,dist_admhq,age,sex,denomination,total_cons_ann,nom_totcons_aeq,walls_material,roof_material,floor_material
0.4,251.9,249.9,121.9,0.5,18-30,Female,urban,124118.0,19515.408203125,Stone and mud/Stone only,Corrugated iron sheet,Cement screed/Cement screed not applied
0.4,251.9,249.9,121.9,0.5,18-30,Male,urban,124118.0,19515.408203125,Stone and mud/Stone only,Corrugated iron sheet,Cement screed/Cement screed not applied
0.4,251.9,249.9,121.9,0.5,0-17,Male,urban,124118.0,19515.408203125,Stone and mud/Stone only,Corrugated iron sheet,Cement screed/Cement screed not applied
0.4,251.9,249.9,121.9,0.5,0-17,Female,urban,124118.0,19515.408203125,Stone and mud/Stone only,Corrugated iron sheet,Cement screed/Cement screed not applied
0.4,251.9,249.9,121.9,0.5,0-17,Male,urban,124118.0,19515.408203125,Stone and mud/Stone only,Corrugated iron sheet,Cement screed/Cement screed not applied
0.4,251.9,249.9,121.9,0.5,18-30,Female,urban,124118.0,19515.408203125,Stone and mud/Stone only,Corrugated iron sheet,Cement screed/Cement screed not applied
0.4,251.9,249.9,121.9,0.5,31-50,Male,urban,268690.0,81668.6953125,Wood and mud,Corrugated iron sheet,Mud
0.4,251.9,249.9,121.9,0.5,18-30,Female,urban,268690.0,81668.6953125,Wood and mud,Corrugated iron sheet,Mud
0.4,251.9,249.9,121.9,0.5,0-17,Male,urban,268690.0,81668.6953125,Wood and mud,Corrugated iron sheet,Mud
0.4,251.9,249.9,121.9,0.5,0-17,Male,urban,268690.0,81668.6953125,Wood and mud,Corrugated iron sheet,Mud
0.4,251.9,249.9,121.9,0.5,0-17,Female,urban,268690.0,81668.6953125,Wood and mud,Corrugated iron sheet,Mud
0.4,251.9,249.9,121.9,0.5,31-50,Male,urban,329000.0,86578.9453125,Wood and mud,Corrugated iron sheet,Ceramic / marble tiles
0.4,251.9,249.9,121.9,0.5,18-30,Female,urban,329000.0,86578.9453125,Wood and mud,Corrugated iron sheet,Ceramic / marble tiles
0.4,251.9,249.9,121.9,0.5,0-17,Female,urban,329000.0,86578.9453125,Wood and mud,Corrugated iron sheet,Ceramic / marble tiles
0.4,251.9,249.9,121.9,0.5,0-17,Male,urban,329000.0,86578.9453125,Wood and mud,Corrugated iron sheet,Ceramic / marble tiles
0.4,251.9,249.9,121.9,0.5,18-30,Female,urban,329000.0,86578.9453125,Wood and mud,Corrugated iron sheet,Ceramic / marble tiles
0.4,251.9,249.9,121.9,0.5,18-30,Female,urban,329000.0,86578.9453125,Wood and mud,Corrugated iron sheet,Ceramic / marble tiles
0.4,251.9,249.9,121.9,0.5,31-50,Male,urban,318513.625,59870.984375,Wood and mud,Corrugated iron sheet,Mud
0.4,251.9,249.9,121.9,0.5,31-50,Female,urban,318513.625,59870.984375,Wood and mud,Corrugated iron sheet,Mud
0.4,251.9,249.9,121.9,0.5,0-17,Male,urban,318513.625,59870.984375,Wood and mud,Corrugated iron sheet,Mud
0.4,251.9,249.9,121.9,0.5,0-17,Male,urban,318513.625,59870.984375,Wood and mud,Corrugated iron sheet,Mud
0.4,251.9,249.9,121.9,0.5,18-30,Female,urban,318513.625,59870.984375,Wood and mud,Corrugated iron sheet,Mud
0.4,251.9,249.9,121.9,0.5,65+,Female,urban,318513.625,59870.984375,Wood and mud,Corrugated iron sheet,Mud
0.4,251.9,249.9,121.9,0.5,65+,Female,urban,63766.3984375,86170.8046875,Wood and mud,Corrugated iron sheet,Cement screed/Cement screed not applied
0.4,251.9,249.9,121.9,0.5,51-65,Female,urban,110240.0,20339.482421875,Wood and mud,Corrugated iron sheet,Mud
0.4,251.9,249.9,121.9,0.5,18-30,Female,urban,110240.0,20339.482421875,Wood and mud,Corrugated iron sheet,Mud
0.4,251.9,249.9,121.9,0.5,18-30,Female,urban,110240.0,20339.482421875,Wood and mud,Corrugated iron sheet,Mud
0.4,251.9,249.9,121.9,0.5,18-30,Male,urban,110240.0,20339.482421875,Wood and mud,Corrugated iron sheet,Mud
0.4,251.9,249.9,121.9,0.5,18-30,Female,urban,110240.0,20339.482421875,Wood and mud,Corrugated iron sheet,Mud
0.4,251.9,249.9,121.9,0.5,18-30,Male,urban,110240.0,20339.482421875,Wood and mud,Corrugated iron sheet,Mud
0.4,251.9,249.9,121.9,0.5,0-17,Male,urban,110240.0,20339.482421875,Wood and mud,Corrugated iron sheet,Mud
0.4,251.9,249.9,121.9,0.5,0-17,Male,urban,110240.0,20339.482421875,Wood and mud,Corrugated iron sheet,Mud
0.4,251.9,249.9,121.9,0.5,0-17,Female,urban,110240.0,20339.482421875,Wood and mud,Corrugated iron sheet,Mud
0.4,251.9,249.9,121.9,0.5,18-30,Female,urban,162002.0,52941.83203125,Wood and mud,Corrugated iron sheet,Cement screed/Cement screed not applied
0.4,251.9,249.9,121.9,0.5,0-17,Male,urban,162002.0,52941.83203125,Wood and mud,Corrugated iron sheet,Cement screed/Cement screed not applied
0.4,251.9,249.9,121.9,0.5,0-17,Female,urban,162002.0,52941.83203125,Wood and mud,Corrugated iron sheet,Cement screed/Cement screed not applied
0.4,251.9,249.9,121.9,0.5,0-17,Female,urban,162002.0,52941.83203125,Wood and mud,Corrugated iron sheet,Cement screed/Cement screed not applied
0.4,251.9,249.9,121.9,0.5,18-30,Female,urban,249116.0,52778.8125,Wood and mud,Corrugated iron sheet,Plastic tiles
0.4,251.9,249.9,121.9,0.5,0-17,Female,urban,249116.0,52778.8125,Wood and mud,Corrugated iron sheet,Plastic tiles
0.4,251.9,249.9,121.9,0.5,0-17,Female,urban,249116.0,52778.8125,Wood and mud,Corrugated iron sheet,Plastic tiles
0.4,251.9,249.9,121.9,0.5,0-17,Female,urban,249116.0,52778.8125,Wood and mud,Corrugated iron sheet,Plastic tiles
0.4,251.9,249.9,121.9,0.5,0-17,Male,urban,249116.0,52778.8125,Wood and mud,Corrugated iron sheet,Plastic tiles
0.4,251.9,249.9,121.9,0.5,0-17,Female,urban,249116.0,52778.8125,Wood and mud,Corrugated iron sheet,Plastic tiles
0.4,251.9,249.9,121.9,0.5,65+,Female,urban,249116.0,52778.8125,Wood and mud,Corrugated iron sheet,Plastic tiles
0.4,251.9,249.9,121.9,0.5,51-65,Male,urban,163200.0,89670.3359375,Wood and mud,Corrugated iron sheet,Cement screed/Cement screed not applied
0.4,251.9,249.9,121.9,0.5,51-65,Female,urban,163200.0,89670.3359375,Wood and mud,Corrugated iron sheet,Cement screed/Cement screed not applied
0.4,251.9,249.9,121.9,0.5,18-30,Male,urban,163200.0,89670.3359375,Wood and mud,Corrugated iron sheet,Cement screed/Cement screed not applied
0.4,251.9,249.9,121.9,0.5,18-30,Female,urban,163200.0,89670.3359375,Wood and mud,Corrugated iron sheet,Cement screed/Cement screed not applied
35.6,291.5,306.1,36.7,0.6,31-50,Male,rural,29290.0,9763.3330078125,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,18-30,Male,rural,29290.0,9763.3330078125,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,0-17,Female,rural,29290.0,9763.3330078125,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,51-65,Female,rural,33090.0,6981.01318359375,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,18-30,Male,rural,33090.0,6981.01318359375,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,18-30,Male,rural,33090.0,6981.01318359375,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,0-17,Female,rural,33090.0,6981.01318359375,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,0-17,Male,rural,33090.0,6981.01318359375,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,31-50,Male,rural,31290.0,6922.56640625,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,65+,Female,rural,31290.0,6922.56640625,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,0-17,Male,rural,31290.0,6922.56640625,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,0-17,Female,rural,31290.0,6922.56640625,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,0-17,Male,rural,31290.0,6922.56640625,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,18-30,Male,rural,27200.0,14782.609375,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,18-30,Female,rural,27200.0,14782.609375,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,31-50,Male,rural,33930.0,6102.51806640625,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,18-30,Female,rural,33930.0,6102.51806640625,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,0-17,Female,rural,33930.0,6102.51806640625,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,0-17,Male,rural,33930.0,6102.51806640625,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,0-17,Female,rural,33930.0,6102.51806640625,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,0-17,Female,rural,33930.0,6102.51806640625,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,0-17,Male,rural,33930.0,6102.51806640625,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,18-30,Male,rural,32010.0,10670.0,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,18-30,Female,rural,32010.0,10670.0,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,0-17,Male,rural,32010.0,10670.0,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,0-17,Male,rural,32010.0,10670.0,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,31-50,Male,rural,44520.0,5262.4111328125,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,31-50,Female,rural,44520.0,5262.4111328125,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,0-17,Female,rural,44520.0,5262.4111328125,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,0-17,Male,rural,44520.0,5262.4111328125,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,0-17,Male,rural,44520.0,5262.4111328125,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,0-17,Male,rural,44520.0,5262.4111328125,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,0-17,Male,rural,44520.0,5262.4111328125,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,0-17,Female,rural,44520.0,5262.4111328125,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,0-17,Female,rural,44520.0,5262.4111328125,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,0-17,Male,rural,44520.0,5262.4111328125,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,31-50,Female,rural,36170.0,4982.09375,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,18-30,Female,rural,36170.0,4982.09375,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,18-30,Female,rural,36170.0,4982.09375,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,18-30,Male,rural,36170.0,4982.09375,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,0-17,Female,rural,36170.0,4982.09375,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,0-17,Male,rural,36170.0,4982.09375,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,0-17,Male,rural,36170.0,4982.09375,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,31-50,Male,rural,36170.0,4982.09375,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,31-50,Male,rural,27030.0,10726.1904296875,Wood and mud,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,18-30,Female,rural,27030.0,10726.1904296875,Wood and mud,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,0-17,Female,rural,27030.0,10726.1904296875,Wood and mud,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,31-50,Female,rural,36590.0,5197.443359375,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,0-17,Female,rural,36590.0,5197.443359375,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,0-17,Female,rural,36590.0,5197.443359375,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,18-30,Male,rural,36590.0,5197.443359375,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,0-17,Female,rural,36590.0,5197.443359375,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,0-17,Male,rural,36590.0,5197.443359375,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,0-17,Male,rural,36590.0,5197.443359375,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,18-30,Female,rural,36590.0,5197.443359375,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,31-50,Female,rural,30318.666015625,3887.00854492188,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,18-30,Male,rural,30318.666015625,3887.00854492188,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,0-17,Male,rural,30318.666015625,3887.00854492188,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,0-17,Male,rural,30318.666015625,3887.00854492188,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,0-17,Male,rural,30318.666015625,3887.00854492188,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,0-17,Male,rural,30318.666015625,3887.00854492188,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,0-17,Female,rural,30318.666015625,3887.00854492188,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,0-17,Male,rural,30318.666015625,3887.00854492188,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,18-30,Female,rural,30318.666015625,3887.00854492188,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,31-50,Male,rural,29982.0,5721.755859375,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,0-17,Female,rural,29982.0,5721.755859375,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,0-17,Male,rural,29982.0,5721.755859375,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,0-17,Female,rural,29982.0,5721.755859375,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,31-50,Female,rural,29982.0,5721.755859375,Wood and thatch/Wood only,Thatch,Mud
35.6,291.5,306.1,36.7,0.6,0-17,Male,rural,29982.0,5721.755859375,Wood and thatch/Wood only,Thatch,Mud
18.1,276.2,289.9,105.9,0.5,65+,Male,rural,134904.0,36859.01953125,Other,Plastic/Shera,Mud
18.1,276.2,289.9,105.9,0.5,31-50,Female,rural,134904.0,36859.01953125,Other,Plastic/Shera,Mud
18.1,276.2,289.9,105.9,0.5,18-30,Male,rural,134904.0,36859.01953125,Other,Plastic/Shera,Mud
18.1,276.2,289.9,105.9,0.5,0-17,Male,rural,134904.0,36859.01953125,Other,Plastic/Shera,Mud
18.1,276.2,289.9,105.9,0.5,18-30,Male,rural,134904.0,36859.01953125,Other,Plastic/Shera,Mud
18.1,276.2,289.9,105.9,0.5,0-17,Female,rural,134904.0,36859.01953125,Other,Plastic/Shera,Mud
20.8,260.4,306.2,83.7,0.5,51-65,Male,rural,99196.0,26522.994140625,Other,Plastic/Shera,Mud
20.8,260.4,306.2,83.7,0.5,51-65,Female,rural,99196.0,26522.994140625,Other,Plastic/Shera,Mud
20.8,260.4,306.2,83.7,0.5,18-30,Female,rural,99196.0,26522.994140625,Other,Plastic/Shera,Mud
20.8,260.4,306.2,83.7,0.5,18-30,Male,rural,99196.0,26522.994140625,Other,Plastic/Shera,Mud
20.8,260.4,306.2,83.7,0.5,0-17,Male,rural,99196.0,26522.994140625,Other,Plastic/Shera,Mud
20.8,260.4,306.2,83.7,0.5,0-17,Female,rural,99196.0,26522.994140625,Other,Plastic/Shera,Mud
20.8,260.4,306.2,83.7,0.5,31-50,Male,rural,180004.0,40269.3515625,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,31-50,Female,rural,180004.0,40269.3515625,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,0-17,Male,rural,180004.0,40269.3515625,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,0-17,Female,rural,180004.0,40269.3515625,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,0-17,Male,rural,180004.0,40269.3515625,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,0-17,Male,rural,180004.0,40269.3515625,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,0-17,Female,rural,180004.0,40269.3515625,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,0-17,Male,rural,180004.0,40269.3515625,Wood and thatch/Wood only,Thatch,Mud
22.0,272.0,294.2,105.3,0.5,31-50,Male,rural,110324.0,13620.24609375,Other,Plastic/Shera,Mud
22.0,272.0,294.2,105.3,0.5,31-50,Female,rural,110324.0,13620.24609375,Other,Plastic/Shera,Mud
22.0,272.0,294.2,105.3,0.5,18-30,Male,rural,110324.0,13620.24609375,Other,Plastic/Shera,Mud
22.0,272.0,294.2,105.3,0.5,0-17,Female,rural,110324.0,13620.24609375,Other,Plastic/Shera,Mud
22.0,272.0,294.2,105.3,0.5,0-17,Male,rural,110324.0,13620.24609375,Other,Plastic/Shera,Mud
22.0,272.0,294.2,105.3,0.5,0-17,Male,rural,110324.0,13620.24609375,Other,Plastic/Shera,Mud
22.0,272.0,294.2,105.3,0.5,0-17,Female,rural,110324.0,13620.24609375,Other,Plastic/Shera,Mud
22.0,272.0,294.2,105.3,0.5,0-17,Male,rural,110324.0,13620.24609375,Other,Plastic/Shera,Mud
22.0,272.0,294.2,105.3,0.5,0-17,Male,rural,110324.0,13620.24609375,Other,Plastic/Shera,Mud
22.0,272.0,294.2,105.3,0.5,0-17,Female,rural,110324.0,13620.24609375,Other,Plastic/Shera,Mud
20.8,260.4,306.2,83.7,0.5,65+,Male,rural,192518.0,22437.99609375,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,31-50,Female,rural,192518.0,22437.99609375,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,18-30,Male,rural,192518.0,22437.99609375,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,18-30,Male,rural,192518.0,22437.99609375,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,18-30,Male,rural,192518.0,22437.99609375,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,0-17,Female,rural,192518.0,22437.99609375,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,0-17,Male,rural,192518.0,22437.99609375,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,18-30,Female,rural,192518.0,22437.99609375,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,0-17,Male,rural,192518.0,22437.99609375,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,0-17,Female,rural,192518.0,22437.99609375,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,0-17,Female,rural,192518.0,22437.99609375,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,0-17,Female,rural,192518.0,22437.99609375,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,65+,Female,rural,192518.0,22437.99609375,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,31-50,Male,rural,175356.0,47138.7109375,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,18-30,Female,rural,175356.0,47138.7109375,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,0-17,Male,rural,175356.0,47138.7109375,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,0-17,Male,rural,175356.0,47138.7109375,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,0-17,Female,rural,175356.0,47138.7109375,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,51-65,Male,rural,124886.0,18864.955078125,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,31-50,Female,rural,124886.0,18864.955078125,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,18-30,Female,rural,124886.0,18864.955078125,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,18-30,Male,rural,124886.0,18864.955078125,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,18-30,Male,rural,124886.0,18864.955078125,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,0-17,Female,rural,124886.0,18864.955078125,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,0-17,Male,rural,124886.0,18864.955078125,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,18-30,Female,rural,124886.0,18864.955078125,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,0-17,Female,rural,124886.0,18864.955078125,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,0-17,Male,rural,124886.0,18864.955078125,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,31-50,Male,rural,130494.0,21287.765625,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,0-17,Female,rural,130494.0,21287.765625,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,0-17,Male,rural,130494.0,21287.765625,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,0-17,Female,rural,130494.0,21287.765625,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,0-17,Male,rural,130494.0,21287.765625,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,0-17,Female,rural,130494.0,21287.765625,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,0-17,Female,rural,130494.0,21287.765625,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,0-17,Male,rural,130494.0,21287.765625,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,31-50,Female,rural,130494.0,21287.765625,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,31-50,Female,rural,75562.0,14816.0791015625,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,0-17,Female,rural,75562.0,14816.0791015625,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,0-17,Female,rural,75562.0,14816.0791015625,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,0-17,Male,rural,75562.0,14816.0791015625,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,0-17,Male,rural,75562.0,14816.0791015625,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,0-17,Male,rural,75562.0,14816.0791015625,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,0-17,Male,rural,75562.0,14816.0791015625,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,18-30,Male,rural,93838.0,14894.919921875,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,18-30,Male,rural,93838.0,14894.919921875,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,18-30,Male,rural,93838.0,14894.919921875,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,0-17,Male,rural,93838.0,14894.919921875,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,0-17,Female,rural,93838.0,14894.919921875,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,0-17,Female,rural,93838.0,14894.919921875,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,0-17,Male,rural,93838.0,14894.919921875,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,51-65,Female,rural,93838.0,14894.919921875,Wood and thatch/Wood only,Thatch,Mud
20.8,260.4,306.2,83.7,0.5,51-65,Male,rural,93838.0,14894.919921875,Wood and thatch/Wood only,Thatch,Mud
41.4,215.7,375.3,65.1,0.3,31-50,Female,urban,66166.796875,17141.658203125,Wood and mud,Corrugated iron sheet,Mud
41.4,215.7,375.3,65.1,0.3,18-30,Male,urban,66166.796875,17141.658203125,Wood and mud,Corrugated iron sheet,Mud
41.4,215.7,375.3,65.1,0.3,0-17,Male,urban,66166.796875,17141.658203125,Wood and mud,Corrugated iron sheet,Mud
41.4,215.7,375.3,65.1,0.3,0-17,Male,urban,66166.796875,17141.658203125,Wood and mud,Corrugated iron sheet,Mud
41.4,215.7,375.3,65.1,0.3,0-17,Female,urban,66166.796875,17141.658203125,Wood and mud,Corrugated iron sheet,Mud
41.4,215.7,375.3,65.1,0.3,51-65,Female,urban,75198.0,16860.537109375,Wood and thatch/Wood only,Thatch,Mud
41.4,215.7,375.3,65.1,0.3,18-30,Female,urban,75198.0,16860.537109375,Wood and thatch/Wood only,Thatch,Mud
41.4,215.7,375.3,65.1,0.3,18-30,Female,urban,75198.0,16860.537109375,Wood and thatch/Wood only,Thatch,Mud
41.4,215.7,375.3,65.1,0.3,0-17,Female,urban,75198.0,16860.537109375,Wood and thatch/Wood only,Thatch,Mud
41.4,215.7,375.3,65.1,0.3,18-30,Female,urban,75198.0,16860.537109375,Wood and thatch/Wood only,Thatch,Mud
41.4,215.7,375.3,65.1,0.3,0-17,Female,urban,75198.0,16860.537109375,Wood and thatch/Wood only,Thatch,Mud
41.4,215.7,375.3,65.1,0.3,0-17,Female,urban,75198.0,16860.537109375,Wood and thatch/Wood only,Thatch,Mud
41.4,215.7,375.3,65.1,0.3,51-65,Female,urban,74886.796875,13277.80078125,Wood and mud,Corrugated iron sheet,Mud
41.4,215.7,375.3,65.1,0.3,18-30,Male,urban,74886.796875,13277.80078125,Wood and mud,Corrugated iron sheet,Mud
